rank,title,studio,lifetime_gross,year
10922,A LEGO Brickumentary,RTWC,101531,2015
10923,"Oslo, August 31st",Strand,101475,2012
10924,The Way He Looks,Strand,101451,2014
10925,Man From Reno,FPE,101438,2015
10926,Score: A Film Music Documentary,Grav.,101382,2017
10927,James White,TFA,101368,2015
10929,Korengal,Sab.,101310,2014
10930,Freakonomics,Magn.,101270,2010
10931,The House of the Devil,Magn.,101215,2009
10932,Ghost in the Shell: The New Movie,FUN,101203,2015
10933,One Chance,Wein.,101196,2014
10934,Feed the Fish,Strand,101170,2010
10935,Black Souls (Anime Nere),Alc,101088,2015
10936,Beyond Sight: The Derek Rabelo Story,WOWF,101074,2014
10940,Wuthering Heights (2012),Osci.,100915,2012
10941,Una Noche,IFC,100887,2013
10943,Mugamoodi,UTV,100809,2012
10944,The Good Guy,RAtt.,100688,2010
10946,Shadow Dancer,Magn.,100616,2013
10950,Momma's Man,Kino,100435,2008
10951,The United States of Autism,JM,100403,2013
10952,One Track Heart: The Story of Krishna Das,Zeit.,100401,2013
10953,Rubber,Magn.,100370,2011
10954,V/H/S,Magn.,100345,2012
10955,360,Magn.,100343,2012
10957,"Short Kut, The Con Is On",Stu18,100304,2009
10958,8: The Mormon Proposition,RF,100280,2010
10959,Rejoice and Shout,Magn.,100237,2011
10960,The Silence,MBox,100214,2013
10961,Bhutto,FRun,100202,2010
10963,The Headless Woman,Strand,100177,2009
10964,Man of Tai Chi,RTWC,100144,2013
10966,Elite Squad: The Enemy Within,Vari.,100119,2011
10967,Our Last Tango,Strand,100086,2016
10968,The Man Who Fell to Earth (35th anniversary re-issue),Rialto,100072,2011
10969,The Best Offer,IFC,100035,2014
10970,No Impact Man,Osci.,100028,2009
10971,Some Like It Hot (Qing Shung),CL,100026,2017
10976,Munna Michael,Eros,99629,2017
10978,Kings of the Evening,Indic.,99270,2010
10980,Last Night,Trib.,98986,2011
10982,Rock On 2,Eros,98868,2016
10986,Under Our Skin,Shad.,98548,2009
10987,Filmworker,KL,98503,2018
10988,Aida's Secrets,MBox,98468,2017
10995,"Tim Timmerman, Hope of America",Purd.,97727,2017
10998,Seondal: The Man Who Sells the River,CJ,97477,2016
10999,Champion (2018),WGUSA,97472,2018
11002,Mary Shelley,IFC,97321,2018
11004,"Love, Cecil",Zeit.,97214,2018
11005,Child's Pose,Zeit.,97170,2014
11006,Poster Boys,Sony,97049,2017
11007,Outside the Law (Hors-la-loi),,96933,2010
11008,A Little Help,Free,96868,2011
11009,The Mayor,WGUSA,96777,2017
11010,Hardflip,RM,96734,2012
11012,A Poem Is a Naked Person (2015 re-issue),Jan.,96592,2015
11014,Hiroshima Mon Amour (2014 re-release),Rialto,96439,2014
11015,So Young 2: Never Gone,CL,96421,2016
11016,Greetings from the Shore,Free,96314,2008
11020,The Fencer,CFI,95952,2017
11021,"Louise Bourgeois: The Spider, The Mistress and the Tangerine",Zeit.,95865,2008
11026,Made in U.S.A. (re-issue),Rialto,95209,2009
11028,The Pool,Vita.,95102,2008
11029,Goodbye First Love,IFC,95000,2012
11032,Mantra: Sounds into Silence,Gathr,94609,2018
11034,Golden Slumber,CJ,94450,2018
11035,The Fight Within,GVN,94326,2016
11036,Chalo Dilli,Eros,94300,2011
11037,Keep Watching,SGem,94178,2017
11039,Blue Caprice,IFC,93995,2013
11041,Motherhood,Free,93388,2009
11044,Reign of Judges: Title of Liberty - Concept Short,Darin Southa,93224,2018
11045,I Spit on Your Grave,Anch.,93051,2010
11048,My Reincarnation,Long Shot,92822,2011
11053,Saving Mr. Wu,UEP,92696,2015
11056,The Road (2012),Free,92476,2012
11057,Cuban Fury,EOne,92384,2014
11058,"New York, New York (2016)",CL,92377,2016
11059,American: The Bill Hicks Story,Vari.,92234,2011
11061,Passion,EOne,92181,2013
11065,The Tales of Hoffmann (2015 re-issue),Rialto,91930,2015
11070,Cloud 9,MBox,91675,2009
11072,Generation War,MBox,91595,2014
11074,Legends from the Sky,HHF,91462,2015
11075,Other People,VE,91441,2016
11076,Girl on a Bicycle,Mont.,91401,2014
11077,Memoir of a Murderer,WGUSA,91335,2017
11078,Christmas Eve,Ampl.,91302,2015
11079,Evil Bong 3-D,FMP,91260,2011
11080,Queen of Earth,IFC,91218,2015
11081,Morris from America,A24,91151,2016
11082,The King's Case Note,CJ,90959,2017
11083,Because of Gracia,AAE,90878,2017
11085,Beasts of No Nation,BST,90777,2015
11087,Fireworks Wednesday,Ghop,90519,2016
11088,Dina,Orch.,90503,2017
11089,The Unforeseen,CGld,90287,2008
11090,Kings Faith,WG,90106,2013
11092,Pray the Devil Back to Hell,Bal.,90066,2008
11094,Pump,SD,89787,2014
11095,Bab'Aziz - The Prince Who Contemplated His Soul,Type.,89672,2008
11096,Breathe In,Cohen,89661,2014
11099,The Principle,RM,89543,2014
11100,Throw Down Your Heart,Argo.,89521,2009
11101,Oy Vey! My Son is Gay!,SJI,89507,2010
11102,Stranded: I Have Come from a Plane That Crashed on the Mountains,Zeit.,89473,2008
11104,Mystery Team,RAtt.,89442,2009
11105,Somebody Up There Likes Me,Trib.,89435,2013
11107,OSS 117: Lost in Rio,MBox,89375,2010
11108,No One's Life Is Easy: So I Married an Anti-Fan,CL,89282,2016
11109,Byzantium,IFC,89237,2013
11110,Blindsight,Abr.,89169,2008
11112,Night of the Living Dead (2017 4k Restoration),Jan.,89029,2017
11114,Hero (2015),Eros,88675,2015
11118,Crazy on the Outside,Free,88335,2010
11120,Life After Beth,A24,88273,2014
11121,Starlet,MBox,88212,2012
11122,Tuya's Marriage,MBox,88148,2008
11123,Sunshine Superman,Magn.,88097,2015
11124,Money for Nothing: Inside the Federal Reserve,LibSt.,88045,2013
11125,"My Love, Don't Cross that River",FM,88018,2016
11126,Little Chenier,Slow,87939,2008
11128,Advanced Style,B360,87879,2014
11129,Settai,UTV,87838,2013
11130,Young Detective Dee: Rise of the Sea Dragon,WAMCR,87783,2013
11131,The Cartel,MP,87763,2010
11132,Exporting Raymond,Gold.,87727,2011
11133,Goldstone,Lightyear,87639,2018
11146,Sand Storm,KL,86800,2016
11147,Marina Abramovic: The Artist is Present,MBox,86637,2012
11149,The Secret of the Grain,IFC,86356,2008
11151,Crazy Wisdom,AM,86202,2011
11153,Author: The JT LeRoy Story,Magn.,85999,2016
11154,Vidal Sassoon: The Movie,P4,85974,2011
11156,Tab Hunter Confidential,TFC,85812,2015
11158,The Rooftop,WGUSA,85755,2013
11160,Lobster Cop,CL,85693,2018
11161,Carancho,Strand,85526,2011
11163,Water Lilies,Koch,85440,2008
11167,Something in the Air,IFC,85154,2013
11170,How to Talk to Girls at Parties,A24,84809,2018
11176,Wretches & Jabberers,A23,84610,2011
11177,Visitors (2014),Cdgm.,84577,2014
11178,Warriors of the Dawn,FIP,84532,2017
11180,Watermark,EOne,84464,2014
11183,Chapter & Verse,Pala.,84147,2017
11184,"Me & You, Us, Forever",5&2,84093,2008
11185,Los Sures,Osci.,83992,2016
11186,Ocean Waves,GK,83962,2016
11189,The Eye of the Storm,SEG,83566,2012
11190,Kabluey,Reg.,83506,2008
11193,The Robber,Kino,83451,2011
11194,Claire's Camera,CGld,83418,2018
11195,Save Me,FRun,83397,2008
11198,Midnight Meat Train,LGF,83361,2008
11200,Z (40th anniv. re-issue),Rialto,83305,2009
11202,The Captain,MBox,83235,2018
11203,Maria Stuarda at La Scala,Emr.,83214,2008
11206,Mountains May Depart,KL,82913,2016
11208,Cock and Bull,CL,82778,2016
11210,A Street Cat Named Bob,Cleopatra,82703,2016
11212,12 O'Clock Boys,Osci.,82614,2014
11213,Praying with Lior,FRun,82553,2008
11215,Humboldt County,Magn.,82357,2008
11216,Water & Power,NS,82312,2014
11217,Godard Mon Amour,Cohen,82264,2018
11219,Vita Activa: The Spirit of Hannah Arendt,Zeit.,82143,2016
11221,The Sacrifice,KL,81963,2014
11223,The Whale,Pala.,81881,2011
11225,No One Knows About Persian Cats,IFC,81768,2010
11227,King Cobra,IFC,81757,2016
11230,Running for Grace,Blue Fox,81696,2018
11231,Kisses,Osci.,81680,2010
11232,Inkubus,Scre.,81600,2011
11233,I Am Divine,TFC,81497,2013
11235,Hating Breitbart,RM,81432,2012
11236,We Are What We Are,EOne,81381,2013
11238,Earth: One Amazing Day,BBC,81345,2017
11240,The Nile Hilton Incident,Strand,81089,2017
11241,Stuck in Love,MNE,81071,2013
11244,Les cowboys,Cohen,80843,2016
11246,Summer Wars,GK,80768,2010
11247,Waking Sleeping Beauty,BV,80741,2010
11248,Trace Amounts,Gathr,80735,2015
11249,Heaven Knows What,RTWC,80734,2015
11250,Winnie Mandela,Imag.,80634,2013
11252,Il Trittico at La Scala,Emr.,80374,2008
11257,The Mysteries of Pittsburgh,PArch,80238,2009
11258,For the Love of Spock,Grav.,80141,2016
11259,Sleep Dealer,Maya,80136,2009
11260,Nancy (2018),Gold.,80115,2018
11261,Ramaiya Vastavaiya,Prab.,80108,2013
11262,"Oye Lucky, Lucky Oye",UTV,80037,2008
11266,Nasty Baby,Orch.,79800,2015
11267,More Than Honey,KL,79772,2013
11271,Harvest of Empire,Onyx,79627,2012
11273,Cover,ReelD,79436,2008
11274,Have a Nice Day,Strand,79393,2018
11277,Fort McCoy,Mont.,78948,2014
11279,The Princess and the Matchmaker,CJ,78900,2018
11282,My Best Friend's Wedding (2016),Sony,78578,2016
11283,The Witnesses,Strand,78440,2008
11284,Blackbird,Imag.,78400,2015
11285,The Innkeepers,Magn.,78396,2012
11287,Stefan Zweig: Farewell to Europe,FRun,78372,2017
11288,Sky on Fire,WGUSA,78366,2016
11290,Harold and Lillian: A Hollywood Love Story,Zeit.,78301,2017
11291,Colliding Dreams,ICir,78288,2016
11292,How About You,Strand,78234,2008
11294,Love Comes Lately,Kino,78079,2008
11298,Shock & Awe,VE,77980,2018
11299,Pop Aye,KL,77976,2017
11301,Ping Pong Playa,IFC,77907,2008
11304,Fear(s) of the Dark,IFC,77876,2008
11308,Ballast,Allu.,77556,2008
11310,Circo,FRun,77466,2011
11311,Breaking Upwards,IFC,77389,2010
11312,The Sun,Lorb.,77303,2009
11313,Beautiful Boy,Anch.,77247,2011
11314,To Catch a Dollar,A23,77142,2011
11316,This is Not a Film,PalT,77016,2012
11317,Still Life,NYer,76983,2008
11318,Saala Khadoos,UTV,76931,2016
11319,Caesar Must Die,AF,76908,2013
11320,A Thousand Years of Good Prayers,Magn.,76806,2008
11322,Custody,KL,76705,2018
11326,Commitment,WGUSA,76543,2013
11328,The Island President,Gold.,76398,2012
11330,The Divine Order,Zeit.,76277,2017
11331,Leviathan (2013),CGld,76211,2013
11332,Night Catches Us,Magn.,76185,2010
11333,America the Beautiful,FInd.,76173,2008
11334,Don't Blink - Robert Frank,Ghop,76134,2016
11337,Mukkabaaz,Eros,75929,2018
11338,Whitey: USA v. James J. Bulger,Magn.,75881,2014
11341,Hara-Kiri: Death of a Samurai,Trib.,75688,2012
11342,Just a Sigh,Distrib.,75531,2014
11343,Sword Master,WGUSA,75526,2016
11349,Better Living Through Chemistry,Gold.,75143,2014
11350,Keys to the Heart,CJ,75134,2018
11353,No One Lives,Anch.,74918,2013
11354,Bill Nye: Science Guy,PBS,74909,2017
11355,August Evening,Maya,74759,2008
11356,Tehran Taboo,KL,74758,2018
11357,Batkid Begins,WB (NL),74709,2015
11361,The Conquest,MBox,74474,2011
11362,Shoot Down,Magic,74421,2008
11363,Dragon Blade,LGP,74068,2015
11367,After Auschwitz,Passion Rive,73885,2018
11370,Wait For Your Laugh,Vita.,73585,2017
11371,The Last Suit,OutF,73548,2018
11372,Prodigal Sons,FRun,73544,2010
11374,On the Ice,PMKBNC,73492,2012
11375,The Wonders,Osci.,73378,2015
11376,Te Ata,Pala.,73236,2017
11379,Enemies of the People,ICir,73171,2010
11381,Buster's Mal Heart,WGUSA,73121,2017
11386,Do Not Resist,Vanish,72791,2016
11387,En el Septimo Dia (On the Seventh Day),CGld,72748,2018
11388,Detachment,Trib.,72689,2012
11389,Reality (2013),Osci.,72577,2013
11390,A Four Letter Word,Embr.,72568,2008
11398,After Tiller,Osci.,72125,2013
11400,"Leon Morin, Priest",Rialto,72078,2009
11401,Veil of Tears,WF,72078,2014
11403,The Invisible War,Cdgm.,71968,2012
11404,Dancer,IFC,71917,2016
11405,Raiders!: The Story of the Greatest Fan Film Ever Made,Drft.,71916,2016
11406,An Oversimplification of Her Beauty,Vari.,71906,2013
11408,Sweet 20,CJ,71775,2016
11410,Runaway Slave,RM,71737,2012
11411,"Flamenco, Flamenco",Da.,71732,2014
11412,"Je T'aime, Je T'aime (2014 re-issue)",FDesk,71717,2014
11413,Body of War,FSC,71716,2008
11414,A Letter to Momo,GK,71712,2014
11420,The Congressman,Shad.,71451,2016
11423,The Sicilian Girl,MBox,71239,2010
11427,The Tree,Zeit.,71158,2011
11431,Rosencrantz & Guildenstern Are Undead,Indic.,71007,2010
11432,Freaks of Nature,Sony,70958,2015
11433,Norman Lear: Just Another Version of You,MBox,70950,2016
11436,The Better Angels,Ampl.,70918,2014
11439,Namiya,CL,70814,2018
11442,Seasons of Gray,ELS,70605,2013
11443,Fireflies in the Garden,,70600,2011
11445,War Witch,Trib.,70544,2013
11446,Go For Sisters,Vari.,70495,2013
11450,Crips and Bloods: Made in America,Argo.,70219,2009
11451,My Way (2012),CJ,70177,2012
11453,Leaves of Grass,First,70066,2010
11455,Wastelander,Indic.,70045,2018
11456,The Business of Being Born,ICir,69991,2008
11459,Take Out,CAVU,69816,2008
11460,Turn It Around: The Story of East Bay Punk,Abr.,69787,2017
11463,Disgrace,Pala.,69705,2009
11466,Taur Mittran Di,Eros,69510,2012
11467,Parchi,ADC,69431,2018
11469,An Inconsistent Truth,RM,69394,2012
11473,Kenny,Xen.,69220,2008
11474,White on Rice,Vari.,69171,2009
11476,Intruders,MNE,69136,2012
11479,The Warring States,CL,68961,2011
11480,Puncture,MNE,68945,2011
11481,My Entire High School Sinking Into the Sea,GK,68883,2017
11483,Klown,Drft.,68795,2012
11485,Heartbeats,IFC,68723,2011
11486,Strange Powers: Stephin Merritt and the Magnetic Fields,Vari.,68719,2010
11487,Take Me to the River,Abr.,68598,2014
11488,Talento de Barrio,Maya,68542,2008
11489,Madeline's Madeline,Osci.,68540,2018
11491,Outside In,Orch.,68492,2018
11492,Alive and Kicking,Magn.,68485,2017
11493,Predestination,VE,68372,2015
11494,Budrus,Bal.,68353,2010
11495,2012: Time for Change,Mang.,68339,2010
11496,Bye Bye Germany,FM,68278,2018
11498,Maidentrip,FRun,68243,2013
11500,Le Amiche (re-issue),FDesk,68167,2010
11501,The Third Murder,FM,67994,2018
11502,The Pervert's Guide to Ideology,Zeit.,67966,2013
11505,I Am Big Bird,Trib.,67845,2015
11506,The Messenger (2015),KL,67816,2015
11507,Happy Valley,Ston5,67665,2008
11508,The Dark Horse,BG,67533,2016
11509,John Rabe,Strand,67519,2010
11510,Stuck,Think,67505,2008
11514,For No Good Reason,SPC,67421,2014
11516,Turbo Kid,EpicPics,67132,2015
11517,The Sun Behind the Clouds: Tibet's Struggle for Freedom,Bal.,67095,2010
11518,Phantom Detective,CJ,67054,2016
11519,People Places Things,TFA,67046,2015
11520,Allah Made Me Funny,,66903,2008
11522,Pandora's Promise,Abr.,66680,2013
11523,Max Rose,Pala.,66680,2016
11524,The Notebook (2014),SPC,66559,2014
11528,Deadfall (2012),Magn.,66351,2012
11533,King Georges,IFC,66175,2016
11534,A Beautiful Life,CL,66171,2011
11535,Dancing Across Borders,FRun,66166,2010
11537,Shaolin,Vari.,66099,2011
11545,Eden,BG,65460,2015
11547,Architects of Denial,Da.,65424,2017
11548,Beuys,KL,65410,2018
11555,Through a Lens Darkly,FRun,65169,2014
11556,Julia (2009),Magn.,65108,2009
11558,Racing Dreams,Hann.,65082,2010
11559,The Wild Child (re-issue),FDesk,65051,2008
11560,CSNY: Deja Vu,RAtt.,65025,2008
11564,Toys in the Attic,Hann.,64918,2012
11565,Under the Tree,Magn.,64903,2018
11566,Bloodline,CLS,64698,2008
11567,Monsieur Verdoux (re-issue),FDesk,64636,2008
11568,Battle of the Brides (Co Dau Dai Chien),Vari.,64572,2011
11569,Serbis,Reg.,64536,2009
11570,The Duke of Burgundy,IFC,64521,2015
11571,Let the Fire Burn,Zeit.,64489,2013
11573,The Teacher,FM,64437,2017
11574,My Lucky Star,CL,64432,2013
11575,Girlfriend Boyfriend - GF BF,CL,64414,2012
11582,Art of the Steal,RTWC,64065,2014
11584,The Human Resources Manager,FM,64014,2011
11585,Jealousy,Distrib.,63946,2014
11586,Microbe & Gasoline,Scre.,63802,2016
11587,The Office,CL,63675,2015
11590,Heropanti,UTV,63649,2014
11591,The Details,RTWC,63595,2012
11592,The Tenth Man,KL,63564,2016
11593,A Plumm Summer,Free,63521,2008
11598,Trapped (2016),Abr.,63241,2016
11599,I Can Speak,CJ,63239,2017
11602,Skills Like This,Shad.,63163,2009
11603,No Tears for the Dead,CJ,63063,2014
11604,Summer Palace,Palm,63045,2008
11605,Creative Control,Magn.,63014,2016
11606,Let the Bullets Fly,Vari.,63012,2012
11607,Aftershock (Tangshan Dadizhen),CL,62962,2010
11610,Cool It,RAtt.,62713,2010
11613,Drunk Stoned Brilliant Dead: The Story of the National Lampoon,Magn.,62660,2015
11614,Becoming Traviata,Distrib.,62652,2013
11615,The Order of Myths,CGld,62645,2008
11616,Meet Bill,First,62597,2008
11617,Tomorrow,UTMW,62511,2017
11618,The Last Sentence,MBox,62506,2014
11619,The Providence Effect,Slow,62500,2009
11620,The Tiger Hunter,Shout!,62398,2017
11623,Mifune: The Last Samurai,Strand,62279,2016
11625,Public Speaking,Rialto,62173,2011
11628,Trigun: Badlands Rumble,Elev.,62027,2011
11629,Tragedy Girls,G&S,61899,2017
11631,Alice's House (A Casa de Alice),Vita.,61822,2008
11633,If a Tree Falls: A Story of the Earth Liberation Front,Osci.,61794,2011
11635,Sightseers,IFC,61782,2013
11636,Viva Riva!,MBox,61759,2011
11637,Deal,MGM,61626,2008
11638,Alamar,FM,61613,2010
11639,Flowers,MBox,61568,2015
11640,Only You,CL,61565,2015
11641,Backwards,Da.,61465,2012
11643,Donald Cried,Orch.,61406,2017
11646,Young and Beautiful,IFC,61067,2014
11647,Dark Star: H.R. Giger's World,Icar.,61044,2015
11649,Don't Stop Believin': Everyman's Journey,Cdgm.,61018,2013
11651,Love and Honor,Elev.,60910,2008
11653,The Wicker Man - Final Cut,Rialto,60891,2013
11656,It's a Disaster,Osci.,60818,2013
11658,Girlhood (2015),Strand,60765,2015
11662,Mister Foe,Magn.,60641,2008
11663,How to Live Forever,Vari.,60630,2011
11665,Siddharth,Zeit.,60537,2014
11667,Too Late,Vanishing,60438,2016
11668,Jerichow,CGld,60379,2009
11669,Treeless Mountain,Osci.,60336,2009
11670,Limelight,Magn.,60335,2011
11671,Boogie Man: The Lee Atwater Story,IPos.,60332,2008
11672,Worlds Apart,CLS,60298,2017
11673,Crime After Crime,LSF,60291,2011
11674,Girl Asleep,Osci.,60289,2016
11676,Neighboring Sounds,CGld,60255,2012
11678,Jauja,CGld,60231,2015
11679,Never Goin' Back,A24,60215,2018
11680,How I Live Now,Magn.,60213,2013
11681,Silent Light,PalT,60200,2009
11682,Presenting Princess Shaw,Magn.,60197,2016
11684,Gueros,KL,60114,2015
11685,Just One Drop,Gathr,60078,2017
11686,Gregory Crewdson: Brief Encounters,Zeit.,60064,2012
11687,Cooties,LGP,60058,2015
11688,Manolo: The Boy Who Made Shoes for Lizards,MBox,60056,2017
11691,3 (2011),Strand,59954,2011
11692,The Force (2017),KL,59912,2017
11693,Bicycling with Moliere,Strand,59874,2014
11695,Where is Kyra?,Great Point,59717,2018
11696,Frontera,Magn.,59696,2014
11697,Wetlands,Strand,59478,2014
11698,Murder 2,Eros,59472,2011
11699,Time Renegades,CJ,59425,2016
11700,Cheap Thrills,Drft.,59424,2014
11702,Sweet Dreams (2013),ICir,59403,2013
11703,Bomb City,Grav.,59329,2018
11704,Bang! The Bert Berns Story,Abr.,59299,2017
11706,Walk of Shame,Focus,59209,2014
11707,Roman Polanski: Wanted and Desired,Think,59192,2008
11710,Declaration of War,IFC,59100,2012
11711,The Trials of Muhammad Ali,KL,59081,2013
11712,Vulgaria,CL,59059,2012
11714,"Westwood: Punk, Icon, Activist",Greenwich,58979,2018
11716,The One I Wrote For You,Abr.,58872,2014
11719,Side By Side,Trib.,58825,2012
11721,What We Do Is Secret,PArch,58776,2008
11722,Sagrada: The Mystery of Creation,FRun,58755,2014
11723,I Smile Back,BG,58738,2015
11724,Mother of Tears,Myr.,58669,2008
11726,The Conformist (2014 re-release),KL,58657,2014
11728,Aftershock,RTWC,58510,2013
11731,Four Seasons Lodge,FRun,58334,2009
11732,Rudderless,Gold.,58293,2014
11734,Faust,Leis.,58132,2013
11738,Il Boom (2017 re-release),Rialto,57962,2017
11740,The End of Poverty?,CLS,57805,2009
11741,Vanishing Time: A Boy Who Returned,Dreamwest,57759,2016
11742,Rififi (2015 re-release),Rialto,57749,2015
11743,Command and Control,AEF,57635,2016
11745,Woman Walks Ahead,A24,57528,2018
11746,Sold,Mats.,57527,2016
11747,Borgman,Drft.,57474,2014
11748,"Patrik, Age 1.5",Reg.,57468,2009
11749,Lost in Thailand,WAMCR,57387,2013
11750,Bhavesh Joshi Superhero,Eros,57376,2018
11751,Ramen Heads,FB,57345,2018
11752,Finding Amanda,Magn.,57297,2008
11756,Pele: Birth of a Legend,IFC,57046,2016
11759,The Canyons,IFC,56825,2013
11760,The Rocket (2014),KL,56823,2014
11761,Ilo Ilo,FM,56773,2014
11764,The Bag Man,Cdgm.,56574,2014
11765,Farmageddon,KMP,56573,2011
11767,Django,UTMW,56556,2018
11768,DONGJU: The Portrait of a Poet,CJ,56550,2016
11769,Beyond the Black Rainbow,Magn.,56491,2012
11770,The Turin Horse,CGld,56391,2012
11771,Beautiful Losers,Side.,56386,2008
11772,Big Men,Abr.,56286,2014
11773,Chapter 27,PArch,56215,2008
11775,Wedding Doll,Strand,56196,2016
11780,In Bloom,BWP,56092,2014
11784,Terms and Conditions May Apply,Vari.,55824,2013
11785,L'attesa,Osci.,55804,2016
11786,Looking for Eric,IFC,55804,2010
11788,Sangre de Mi Sangre,IFC,55730,2008
